CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKPAGEIND28-JUL-2026,40585.0000000,41410.0000000,41800.0000000,40490.0000000,41490.0000000,41490.0000000,2.2200000,13594.0000000,41380.0000000,2069.0000000,1703757600.0000000
FUTSTKPERSISTENT25-AUG-2026,4246.5000000,4288.0000000,4340.0000000,4224.5000000,4321.5000000,4321.5000000,1.7600000,2038.0000000,116375.0000000,931.0000000,498233750.0000000
FUTSTKPERSISTENT30-JUN-2026,4324.0000000,4316.5000000,4345.5000000,4243.5000000,4325.0000000,4326.5000000,0.0500000,3748.0000000,704200.0000000,7042.0000000,3030928250.0000000
FUTSTKPERSISTENT28-JUL-2026,4278.0000000,4278.0000000,4365.0000000,4244.5000000,4346.0000000,4346.0000000,1.5800000,44366.0000000,1425750.0000000,11406.0000000,6153749062.5000000
FUTSTKPGEL30-JUN-2026,537.7000000,538.6500000,538.6500000,531.4000000,534.1500000,533.4000000,-0.7900000,2172.0000000,3097950.0000000,3261.0000000,1658781415.0000000
FUTSTKPGEL25-AUG-2026,542.0000000,539.0000000,541.8000000,536.1500000,540.1500000,540.1500000,-0.3400000,254.0000000,76950.0000000,81.0000000,41517090.0000000
FUTSTKPGEL28-JUL-2026,539.3500000,539.2500000,540.7000000,534.6000000,537.7000000,537.7000000,-0.3000000,13514.0000000,3105550.0000000,3269.0000000,1671880537.5000000
FUTSTKPOLYCAB25-AUG-2026,9614.0000000,9729.0000000,9945.0000000,9653.5000000,9908.5000000,9908.5000000,3.0600000,259.0000000,41500.0000000,332.0000000,405960625.0000000
FUTSTKPOLYCAB30-JUN-2026,9637.0000000,9660.0000000,10030.0000000,9598.5000000,9978.0000000,9961.0000000,3.3600000,1170.0000000,523000.0000000,4184.0000000,5168822375.0000000
FUTSTKPOLYCAB28-JUL-2026,9596.0000000,9596.0000000,9950.0000000,9530.0000000,9909.0000000,9909.0000000,3.2600000,16199.0000000,915750.0000000,7326.0000000,8985902625.0000000
FUTSTKRELIANCE30-JUN-2026,1300.4000000,1303.0000000,1304.9000000,1287.0000000,1290.0000000,1293.9000000,-0.4900000,46362.0000000,25241500.0000000,50483.0000000,32614130500.0000000
FUTSTKRELIANCE25-AUG-2026,1315.0000000,1316.9000000,1319.4000000,1303.6000000,1307.9000000,1307.9000000,-0.5300000,10880.0000000,1634000.0000000,3268.0000000,2139250450.0000000
FUTSTKRELIANCE28-JUL-2026,1307.8000000,1311.0000000,1312.9000000,1295.4000000,1300.4000000,1300.4000000,-0.5600000,240743.0000000,27248000.0000000,54496.0000000,35465354950.0000000
FUTSTKSBIN30-JUN-2026,1038.8500000,1041.3000000,1043.5000000,1023.0500000,1025.7000000,1026.9000000,-1.1500000,8880.0000000,12276750.0000000,16369.0000000,12702513675.0000000
FUTSTKSBIN28-JUL-2026,1044.4000000,1047.9500000,1048.5000000,1032.0000000,1033.7500000,1033.7500000,-1.0100000,94398.0000000,15908250.0000000,21211.0000000,16551603487.5000000
FUTSTKSBIN25-AUG-2026,1051.0000000,1053.0000000,1054.0000000,1038.8500000,1039.9500000,1039.9500000,-1.0500000,14843.0000000,789000.0000000,1052.0000000,824814112.5000000
FUTSTKSONACOMS28-JUL-2026,609.8500000,613.0000000,625.4500000,608.5500000,620.9000000,620.9000000,1.8100000,13004.0000000,3550050.0000000,2898.0000000,2198837515.0000000
FUTSTKSONACOMS25-AUG-2026,610.1500000,615.0000000,628.0000000,615.0000000,624.5500000,624.5500000,2.3600000,65.0000000,29400.0000000,24.0000000,18322631.2500000
FUTSTKSONACOMS30-JUN-2026,618.0500000,618.3500000,624.0000000,609.8000000,618.1500000,619.9000000,0.2900000,762.0000000,2606800.0000000,2128.0000000,1608853076.2500000
FUTSTKSWIGGY25-AUG-2026,242.0500000,242.5000000,244.6000000,238.4000000,242.6500000,242.6500000,0.2400000,577.0000000,397850.0000000,218.0000000,96293113.7500000
FUTSTKSWIGGY30-JUN-2026,239.2000000,239.3500000,242.0000000,235.6500000,240.0000000,239.3500000,0.0600000,5509.0000000,7272200.0000000,5594.0000000,1741006995.0000000
FUTSTKSWIGGY28-JUL-2026,240.6000000,241.4500000,243.5000000,236.9500000,241.3500000,241.3500000,0.3100000,31808.0000000,11818700.0000000,6476.0000000,2847317458.7500000
FUTSTKVMM30-JUN-2026,115.6700000,116.3400000,119.3600000,115.0800000,118.2400000,117.9600000,1.9700000,164.0000000,4078850.0000000,841.0000000,478910631.0000000
FUTSTKVMM25-AUG-2026,116.9900000,116.4500000,119.3400000,116.4500000,119.3200000,119.3200000,1.9900000,38.0000000,48500.0000000,10.0000000,5747201.5000000
FUTSTKVMM28-JUL-2026,116.0100000,114.6100000,119.5000000,114.6100000,118.8600000,118.8600000,2.4500000,8335.0000000,10277150.0000000,2119.0000000,1215244566.5000000
FUTSTKCANBK28-JUL-2026,126.9800000,127.9700000,128.1100000,125.4500000,126.5200000,126.5200000,-0.3600000,50243.0000000,81371250.0000000,12055.0000000,10284739290.0000000
FUTSTKCANBK25-AUG-2026,127.7900000,128.7400000,128.7400000,126.3700000,127.1300000,127.1300000,-0.5100000,2951.0000000,2673000.0000000,396.0000000,339591960.0000000
FUTSTKCANBK30-JUN-2026,126.3700000,126.5000000,127.3600000,124.4700000,125.5000000,125.5000000,-0.6800000,1652.0000000,53230500.0000000,7886.0000000,6678827392.5000000
FUTSTKCHOLAFIN30-JUN-2026,1780.4000000,1790.5000000,1804.3000000,1772.1000000,1796.5000000,1789.8000000,0.5200000,1748.0000000,1647500.0000000,2636.0000000,2955798250.0000000
FUTSTKCHOLAFIN28-JUL-2026,1788.6000000,1803.6000000,1811.6000000,1782.2000000,1802.7000000,1802.7000000,0.7800000,23416.0000000,2233125.0000000,3573.0000000,4025089125.0000000
FUTSTKCHOLAFIN25-AUG-2026,1805.0000000,1800.4000000,1815.5000000,1796.0000000,1811.4000000,1811.4000000,0.3500000,80.0000000,15625.0000000,25.0000000,28249812.5000000
FUTSTKKPITTECH28-JUL-2026,670.2500000,671.0000000,674.0500000,638.9000000,663.6500000,663.6500000,-0.9800000,9798.0000000,4108275.0000000,5301.0000000,2718521633.7500000
FUTSTKKPITTECH25-AUG-2026,659.3000000,656.0000000,660.5000000,630.0000000,653.6000000,653.6000000,-0.8600000,813.0000000,231725.0000000,299.0000000,150808916.2500000
FUTSTKKPITTECH30-JUN-2026,711.7000000,705.5500000,707.2500000,671.1500000,673.4000000,671.5500000,-5.6400000,2056.0000000,3422950.0000000,8054.0000000,2339863616.2500000
FUTSTKMPHASIS25-AUG-2026,2236.2000000,2210.0000000,2212.4000000,2178.6000000,2191.9000000,2191.9000000,-1.9800000,91.0000000,13475.0000000,49.0000000,29540060.0000000
FUTSTKMPHASIS30-JUN-2026,2215.2000000,2208.4000000,2212.1000000,2153.1000000,2167.3000000,2161.6000000,-2.4100000,5076.0000000,744425.0000000,2707.0000000,1619866022.5000000
FUTSTKMPHASIS28-JUL-2026,2226.1000000,2215.9000000,2228.2000000,2165.5000000,2177.9000000,2177.9000000,-2.1600000,17039.0000000,1022725.0000000,3719.0000000,2237351765.0000000
FUTSTKONGC25-AUG-2026,235.3000000,236.5000000,238.4000000,230.7500000,237.4000000,237.4000000,0.8900000,3017.0000000,1206000.0000000,536.0000000,283968225.0000000
FUTSTKONGC30-JUN-2026,232.5500000,234.2000000,237.1500000,227.1000000,235.6000000,234.9000000,1.0100000,3719.0000000,24187500.0000000,10750.0000000,5648007600.0000000
FUTSTKONGC28-JUL-2026,234.0000000,234.9000000,237.3000000,228.8000000,236.3000000,236.3000000,0.9800000,42906.0000000,25848000.0000000,11488.0000000,6058984162.5000000
FUTSTKPETRONET30-JUN-2026,281.9000000,281.9000000,282.6000000,278.4000000,281.0000000,280.8000000,-0.3900000,794.0000000,6727900.0000000,3541.0000000,1892429355.0000000
FUTSTKPETRONET25-AUG-2026,284.2000000,283.5000000,285.5000000,282.0000000,284.7000000,284.7000000,0.1700000,87.0000000,81700.0000000,43.0000000,23229020.0000000
FUTSTKPETRONET28-JUL-2026,282.9000000,281.0500000,284.0000000,280.0000000,282.8000000,282.8000000,-0.0300000,18186.0000000,8783700.0000000,4623.0000000,2484550200.0000000
FUTSTKPFC25-AUG-2026,424.9500000,426.0000000,429.1000000,424.0000000,425.8000000,425.8000000,0.2000000,1395.0000000,518700.0000000,399.0000000,220912120.0000000
FUTSTKPFC30-JUN-2026,424.7000000,424.9000000,429.1500000,422.8500000,424.5500000,424.3000000,-0.0900000,1584.0000000,10632700.0000000,8179.0000000,4520788675.0000000
FUTSTKPFC28-JUL-2026,427.0500000,428.1000000,431.1500000,425.5000000,427.6500000,427.6500000,0.1400000,39468.0000000,13053300.0000000,10041.0000000,5584121400.0000000
FUTSTKSHRIRAMFIN30-JUN-2026,1031.6000000,1038.8000000,1049.3500000,1028.5000000,1045.5500000,1042.1500000,1.0200000,3326.0000000,6035700.0000000,7316.0000000,6280249387.5000000
FUTSTKSHRIRAMFIN28-JUL-2026,1031.8500000,1038.8000000,1047.5500000,1027.9000000,1044.7000000,1044.7000000,1.2400000,42792.0000000,6524925.0000000,7909.0000000,6786368778.7500000
FUTSTKSHRIRAMFIN25-AUG-2026,1038.8000000,1041.0000000,1052.8000000,1035.0000000,1050.8000000,1050.8000000,1.1500000,1402.0000000,74250.0000000,90.0000000,77653908.7500000
FUTSTKTATASTEEL30-JUN-2026,189.4600000,189.0000000,190.4200000,187.1100000,188.1200000,188.0600000,-0.7300000,17158.0000000,31924750.0000000,11609.0000000,6012671610.0000000
FUTSTKTATASTEEL28-JUL-2026,190.0100000,190.0200000,190.7700000,188.1200000,189.1900000,189.1900000,-0.4300000,74600.0000000,38142500.0000000,13870.0000000,7223021822.5000000
FUTSTKTATASTEEL25-AUG-2026,191.2100000,191.4000000,192.1100000,189.4500000,190.2900000,190.2900000,-0.4800000,1586.0000000,1490500.0000000,542.0000000,283950755.0000000
FUTSTKTITAN30-JUN-2026,4286.9000000,4290.0000000,4429.6000000,4284.0000000,4399.5000000,4404.0000000,2.7300000,6426.0000000,2141475.0000000,12237.0000000,9381845777.5000000
FUTSTKTITAN25-AUG-2026,4316.3000000,4325.0000000,4460.0000000,4320.0000000,4445.4000000,4445.4000000,2.9900000,1929.0000000,33950.0000000,194.0000000,150052490.0000000
FUTSTKTITAN28-JUL-2026,4297.8000000,4300.1000000,4441.6000000,4292.5000000,4421.6000000,4421.6000000,2.8800000,46038.0000000,2826775.0000000,16153.0000000,12427991415.0000000
FUTSTKADANIGREEN30-JUN-2026,1500.8000000,1504.7000000,1508.0000000,1484.1000000,1494.1000000,1492.2000000,-0.5700000,1172.0000000,4137600.0000000,6896.0000000,6183798480.0000000
FUTSTKADANIGREEN25-AUG-2026,1516.9000000,1516.3000000,1523.5000000,1502.9000000,1512.3000000,1512.3000000,-0.3000000,321.0000000,86400.0000000,144.0000000,130773300.0000000
FUTSTKADANIGREEN28-JUL-2026,1507.8000000,1518.9000000,1518.9000000,1493.1000000,1503.5000000,1503.5000000,-0.2800000,36752.0000000,5795400.0000000,9659.0000000,8716824240.0000000
FUTSTKAMBER30-JUN-2026,7421.5000000,7419.0000000,7574.5000000,7396.0000000,7530.0000000,7530.0000000,1.4600000,1867.0000000,720900.0000000,7209.0000000,5389715600.0000000
FUTSTKAMBER25-AUG-2026,7484.5000000,7508.5000000,7650.0000000,7500.0000000,7611.0000000,7611.0000000,1.6900000,128.0000000,5000.0000000,50.0000000,37916100.0000000
FUTSTKAMBER28-JUL-2026,7455.5000000,7470.0000000,7623.5000000,7430.0000000,7569.5000000,7569.5000000,1.5200000,18568.0000000,809600.0000000,8096.0000000,6091819500.0000000
FUTSTKGLENMARK30-JUN-2026,2187.8000000,2193.0000000,2220.5000000,2185.1000000,2205.3000000,2204.3000000,0.7500000,1542.0000000,2897625.0000000,7727.0000000,6391945012.5000000
FUTSTKGLENMARK28-JUL-2026,2201.0000000,2202.0000000,2236.8000000,2198.2000000,2219.2000000,2219.2000000,0.8200000,31977.0000000,3237375.0000000,8633.0000000,7185489525.0000000
FUTSTKGLENMARK25-AUG-2026,2217.6000000,2231.0000000,2247.0000000,2215.0000000,2231.6000000,2231.6000000,0.6300000,229.0000000,16125.0000000,43.0000000,35988750.0000000
FUTSTKGODREJCP25-AUG-2026,1030.3000000,1029.1000000,1030.0000000,1015.8000000,1019.9000000,1019.9000000,-1.0000000,128.0000000,34500.0000000,69.0000000,35219400.0000000
FUTSTKGODREJCP30-JUN-2026,1024.8000000,1027.4000000,1027.4000000,1007.9000000,1011.8000000,1010.0000000,-1.4400000,412.0000000,1727500.0000000,3455.0000000,1752900950.0000000
FUTSTKGODREJCP28-JUL-2026,1030.2000000,1036.6000000,1036.6000000,1015.0000000,1018.6000000,1018.6000000,-1.1200000,22712.0000000,2718000.0000000,5436.0000000,2775104150.0000000
FUTSTKINDIANB30-JUN-2026,820.4500000,828.0000000,828.3000000,813.8500000,816.4500000,816.6500000,-0.4600000,1442.0000000,3823000.0000000,3823.0000000,3127720600.0000000
FUTSTKINDIANB28-JUL-2026,822.0000000,829.8500000,832.2000000,817.0000000,821.8500000,821.8500000,-0.0100000,15108.0000000,5107000.0000000,5107.0000000,4199446650.0000000
FUTSTKINDIANB25-AUG-2026,823.0500000,827.0000000,830.0000000,819.5000000,823.3500000,823.3500000,0.0300000,238.0000000,56000.0000000,56.0000000,46125700.0000000
FUTSTKIREDA28-JUL-2026,122.2500000,123.1900000,126.6300000,122.6100000,125.6600000,125.6600000,2.7800000,12500.0000000,16602225.0000000,3669.0000000,2079147814.5000000
FUTSTKIREDA30-JUN-2026,128.0600000,128.5600000,131.0400000,127.2700000,128.8300000,128.6900000,0.4900000,2128.0000000,11226300.0000000,3254.0000000,1451876851.5000000
FUTSTKIREDA25-AUG-2026,120.6100000,121.5000000,124.7900000,121.2000000,123.9500000,123.9500000,2.7600000,1058.0000000,1520400.0000000,336.0000000,187693696.7500000
FUTSTKJIOFIN25-AUG-2026,238.9700000,239.8500000,241.2500000,237.4300000,239.0600000,239.0600000,0.0300000,3042.0000000,2681350.0000000,1141.0000000,642336216.0000000
FUTSTKJIOFIN28-JUL-2026,237.8100000,237.9100000,239.5000000,236.2500000,237.8100000,237.8100000,0.0000000,69191.0000000,42720650.0000000,18179.0000000,10166761619.0000000
FUTSTKJIOFIN30-JUN-2026,236.5300000,236.9700000,238.0000000,234.9200000,236.3200000,236.4400000,-0.0300000,2265.0000000,38027700.0000000,16182.0000000,8999561762.5000000
FUTSTKNAM-INDIA30-JUN-2026,1165.6000000,1163.5000000,1169.0000000,1154.4000000,1159.3000000,1162.0000000,-0.3000000,526.0000000,1413125.0000000,2261.0000000,1642979187.5000000
FUTSTKNAM-INDIA28-JUL-2026,1163.8000000,1163.9000000,1175.5000000,1161.4000000,1166.2000000,1166.2000000,0.2000000,10446.0000000,1803125.0000000,2885.0000000,2105643937.5000000
FUTSTKNAM-INDIA25-AUG-2026,1161.1000000,1164.7000000,1164.7000000,1159.3000000,1161.0000000,1173.8000000,1.0900000,50.0000000,1875.0000000,3.0000000,2178125.0000000
FUTSTKOFSS25-AUG-2026,10806.0000000,10795.0000000,10931.5000000,10720.0000000,10828.0000000,10828.0000000,0.2000000,136.0000000,4500.0000000,45.0000000,48748350.0000000
FUTSTKOFSS30-JUN-2026,10899.5000000,10950.5000000,10961.5000000,10721.0000000,10785.5000000,10775.5000000,-1.1300000,1585.0000000,168900.0000000,2252.0000000,1827283987.5000000
FUTSTKOFSS28-JUL-2026,10822.0000000,10822.0000000,10976.5000000,10738.0000000,10836.0000000,10836.0000000,0.1200000,13551.0000000,187100.0000000,1871.0000000,2029977500.0000000
FUTSTKPAYTM28-JUL-2026,1142.5000000,1146.1000000,1167.0000000,1136.1000000,1151.2000000,1151.2000000,0.7600000,27617.0000000,4755275.0000000,6559.0000000,5467386675.0000000
FUTSTKPAYTM25-AUG-2026,1150.9000000,1154.2000000,1171.9000000,1141.2000000,1158.3000000,1158.3000000,0.6400000,160.0000000,50750.0000000,70.0000000,58710065.0000000
FUTSTKPAYTM30-JUN-2026,1136.2000000,1139.9000000,1159.4000000,1128.8000000,1143.4000000,1141.5000000,0.4600000,2411.0000000,3835975.0000000,5291.0000000,4379837810.0000000
FUTSTKRECLTD30-JUN-2026,364.6000000,364.5000000,367.3500000,361.3500000,364.0000000,363.8000000,-0.2100000,5834.0000000,22968400.0000000,16406.0000000,8374789570.0000000
FUTSTKRECLTD28-JUL-2026,366.5500000,366.7000000,369.4000000,363.8000000,366.4500000,366.4500000,-0.0200000,30858.0000000,20856150.0000000,13242.0000000,7643460037.5000000
FUTSTKRECLTD25-AUG-2026,365.5500000,366.2000000,367.8500000,364.0000000,365.5000000,365.5000000,-0.0100000,1657.0000000,943425.0000000,599.0000000,345269452.5000000
FUTSTKSIEMENS25-AUG-2026,3504.1000000,3530.0000000,3598.0000000,3518.4000000,3582.1000000,3582.1000000,2.2200000,254.0000000,20125.0000000,115.0000000,71616825.0000000
FUTSTKSIEMENS28-JUL-2026,3519.2000000,3544.9000000,3608.9000000,3532.2000000,3593.7000000,3593.7000000,2.1100000,21209.0000000,586950.0000000,3354.0000000,2095341622.5000000
FUTSTKSIEMENS30-JUN-2026,3580.0000000,3592.4000000,3621.9000000,3541.0000000,3595.5000000,3599.9000000,0.5500000,981.0000000,604625.0000000,3455.0000000,2176145265.0000000
FUTSTKAMBUJACEM30-JUN-2026,424.2000000,423.6000000,426.3000000,420.0000000,422.1000000,421.8500000,-0.5500000,3274.0000000,13941900.0000000,13278.0000000,5900799922.5000000
FUTSTKAMBUJACEM28-JUL-2026,426.2000000,428.4500000,428.5000000,422.4500000,425.2000000,425.2000000,-0.2300000,68816.0000000,16519200.0000000,13766.0000000,7032887640.0000000
FUTSTKAMBUJACEM25-AUG-2026,428.5500000,428.5500000,431.0500000,425.0000000,427.9000000,427.9000000,-0.1500000,1162.0000000,277200.0000000,231.0000000,118665840.0000000
FUTSTKBANKINDIA28-JUL-2026,143.8000000,143.8000000,144.6500000,141.2500000,141.5400000,141.5400000,-1.5700000,17408.0000000,27284400.0000000,5247.0000000,3879855564.0000000
FUTSTKBANKINDIA25-AUG-2026,144.5500000,143.9900000,144.2200000,142.1000000,142.4500000,142.4500000,-1.4500000,263.0000000,410800.0000000,79.0000000,58674616.0000000
FUTSTKBANKINDIA30-JUN-2026,143.0200000,141.2600000,143.6800000,139.7100000,140.2700000,140.4000000,-1.8300000,1409.0000000,19661200.0000000,3781.0000000,2774413928.0000000
FUTSTKDLF28-JUL-2026,618.0000000,616.0000000,629.0000000,612.5000000,624.1500000,624.1500000,0.9900000,40048.0000000,15078400.0000000,15872.0000000,9366506570.0000000
FUTSTKDLF25-AUG-2026,614.2500000,613.3500000,625.0000000,608.8500000,619.8500000,619.8500000,0.9100000,14304.0000000,1592200.0000000,1676.0000000,983174332.5000000
FUTSTKDLF30-JUN-2026,615.7000000,615.0000000,626.0000000,609.8000000,621.1000000,620.0500000,0.7000000,7351.0000000,12629100.0000000,15308.0000000,7802956961.2500000
FUTSTKHCLTECH30-JUN-2026,1100.6000000,1100.6000000,1104.0000000,1067.4000000,1071.8000000,1071.8000000,-2.6100000,6010.0000000,3354050.0000000,9583.0000000,3621543030.0000000
FUTSTKHCLTECH28-JUL-2026,1070.2000000,1064.0000000,1075.5000000,1052.5000000,1059.3000000,1059.3000000,-1.0100000,105936.0000000,4605600.0000000,11514.0000000,4878940840.0000000
FUTSTKHCLTECH25-AUG-2026,1065.7000000,1064.3000000,1067.8000000,1048.5000000,1055.6000000,1055.6000000,-0.9400000,3020.0000000,383600.0000000,959.0000000,404947520.0000000
FUTSTKHDFCBANK28-JUL-2026,802.7500000,812.0000000,812.0000000,798.5000000,802.9000000,802.9000000,0.0100000,505209.0000000,45979050.0000000,70737.0000000,36918158095.0000000
FUTSTKHDFCBANK30-JUN-2026,798.4500000,805.0000000,807.0000000,793.9500000,798.0500000,797.9500000,-0.0600000,52020.0000000,44124300.0000000,80226.0000000,35240347422.5000000
FUTSTKHDFCBANK25-AUG-2026,807.6000000,812.7000000,825.0000000,803.7000000,807.1000000,807.1000000,-0.0600000,21694.0000000,3686800.0000000,5672.0000000,2976401025.0000000
FUTSTKIDFCFIRSTB28-JUL-2026,78.8700000,78.8700000,80.0900000,78.6300000,79.7900000,79.7900000,1.1600000,39816.0000000,57189650.0000000,6166.0000000,4540187813.0000000
FUTSTKIDFCFIRSTB30-JUN-2026,78.4900000,78.8000000,79.8100000,78.3300000,79.5400000,79.4900000,1.2700000,5863.0000000,46384275.0000000,5001.0000000,3666266705.5000000
FUTSTKIDFCFIRSTB25-AUG-2026,79.0700000,79.4200000,80.4000000,78.9100000,80.2300000,80.2300000,1.4600000,1404.0000000,2513525.0000000,271.0000000,200576048.7500000
FUTSTKINFY25-AUG-2026,1024.6000000,1020.9000000,1022.1000000,994.6000000,1001.5000000,1001.5000000,-2.2500000,11125.0000000,1790400.0000000,4476.0000000,1798922240.0000000
FUTSTKINFY30-JUN-2026,1036.3000000,1033.4000000,1033.6000000,996.6000000,1001.3000000,1000.4000000,-3.4600000,20230.0000000,21909200.0000000,54773.0000000,22156179600.0000000
FUTSTKINFY28-JUL-2026,1025.3000000,1029.0000000,1029.0000000,996.0000000,1002.7000000,1002.7000000,-2.2000000,303428.0000000,33259200.0000000,83148.0000000,33457456040.0000000
FUTSTKITC30-JUN-2026,290.4500000,291.0000000,291.0500000,284.5000000,286.3500000,286.9500000,-1.2000000,11431.0000000,48590400.0000000,30369.0000000,13931096320.0000000
FUTSTKITC25-AUG-2026,293.8500000,293.7000000,294.1000000,288.5500000,290.2000000,290.2000000,-1.2400000,4387.0000000,2975625.0000000,1725.0000000,864698167.5000000
FUTSTKITC28-JUL-2026,292.0500000,293.0000000,293.0000000,286.8500000,288.5500000,288.5500000,-1.1900000,90502.0000000,41870925.0000000,24273.0000000,12096007826.2500000
FUTSTKKAYNES30-JUN-2026,3158.8000000,3165.5000000,3188.9000000,3106.5000000,3120.4000000,3121.9000000,-1.1600000,3528.0000000,600200.0000000,6002.0000000,1888969940.0000000
FUTSTKKAYNES28-JUL-2026,3068.6000000,3090.0000000,3187.4000000,3078.7000000,3132.6000000,3132.6000000,2.0800000,24407.0000000,959250.0000000,6395.0000000,3018123360.0000000
FUTSTKKAYNES25-AUG-2026,3024.9000000,3055.6000000,3150.0000000,3055.6000000,3098.8000000,3098.8000000,2.4400000,1519.0000000,111150.0000000,741.0000000,345587160.0000000
FUTIDXMIDCPNIFTY30-JUN-2026,14376.7500000,14400.0000000,14502.1000000,14346.2000000,14427.9500000,14426.3500000,0.3400000,3164.0000000,532560.0000000,4438.0000000,7680837636.0000000
FUTIDXMIDCPNIFTY28-JUL-2026,14402.7500000,14430.0000000,14560.0000000,14388.0000000,14511.1500000,14511.1500000,0.7500000,14978.0000000,481200.0000000,4010.0000000,6979013232.0000000
FUTIDXMIDCPNIFTY25-AUG-2026,14458.2500000,14460.0000000,14608.7000000,14427.1000000,14553.7500000,14553.7500000,0.6600000,382.0000000,15840.0000000,132.0000000,230046558.0000000
FUTSTKNAUKRI28-JUL-2026,991.2500000,992.0000000,993.7000000,973.2000000,982.2000000,982.2000000,-0.9100000,31745.0000000,2146100.0000000,3902.0000000,2105032600.0000000
FUTSTKNAUKRI30-JUN-2026,989.2500000,991.0000000,991.0500000,968.6000000,978.6500000,978.0000000,-1.1300000,1282.0000000,1396125.0000000,3723.0000000,1365207112.5000000
FUTSTKNAUKRI25-AUG-2026,998.2500000,997.0000000,997.0000000,980.0000000,988.8000000,988.8000000,-0.9400000,246.0000000,30800.0000000,56.0000000,30342125.0000000
FUTIDXNIFTYNXT5030-JUN-2026,71604.2000000,71999.8000000,71999.8000000,71405.2000000,71670.2000000,71629.4500000,0.0300000,86.0000000,14325.0000000,573.0000000,1026096565.0000000
FUTIDXNIFTYNXT5025-AUG-2026,72194.6000000,72149.6000000,72561.8000000,72010.2000000,72561.8000000,72561.8000000,0.5000000,11.0000000,275.0000000,11.0000000,19874760.0000000
FUTIDXNIFTYNXT5028-JUL-2026,71674.8000000,71700.0000000,72385.6000000,71505.2000000,72086.8000000,72086.8000000,0.5700000,625.0000000,13050.0000000,522.0000000,937816680.0000000
FUTSTKNYKAA30-JUN-2026,303.4000000,306.6000000,312.1000000,301.5000000,310.6000000,310.8500000,2.4500000,1106.0000000,6118750.0000000,1958.0000000,1887826406.2500000
FUTSTKNYKAA28-JUL-2026,304.8000000,306.0000000,312.9500000,303.5000000,312.1500000,312.1500000,2.4100000,17291.0000000,9537500.0000000,3052.0000000,2959385312.5000000
FUTSTKNYKAA25-AUG-2026,305.8000000,310.0000000,313.0000000,310.0000000,312.7500000,312.7500000,2.2700000,106.0000000,112500.0000000,36.0000000,35096250.0000000
FUTSTKWAAREEENER30-JUN-2026,2881.9000000,2886.4000000,2953.5000000,2861.0000000,2941.2000000,2947.0000000,2.2500000,1259.0000000,917525.0000000,5243.0000000,2670346472.5000000
FUTSTKWAAREEENER28-JUL-2026,2850.8000000,2873.0000000,2943.2000000,2853.7000000,2932.0000000,2932.0000000,2.8400000,39204.0000000,1582350.0000000,9042.0000000,4607851447.5000000
FUTSTKWAAREEENER25-AUG-2026,2852.6000000,2867.0000000,2943.1000000,2854.0000000,2933.2000000,2933.2000000,2.8200000,793.0000000,61075.0000000,349.0000000,178028130.0000000
FUTSTKADANIPORTS25-AUG-2026,1803.5000000,1816.5000000,1840.0000000,1807.4000000,1832.3000000,1832.3000000,1.5900000,3174.0000000,82175.0000000,173.0000000,149822077.5000000
FUTSTKADANIPORTS30-JUN-2026,1780.2000000,1789.4000000,1818.6000000,1787.0000000,1809.4000000,1810.2000000,1.6800000,2746.0000000,2913650.0000000,6134.0000000,5253476867.5000000
FUTSTKADANIPORTS28-JUL-2026,1790.0000000,1800.0000000,1830.4000000,1795.0000000,1824.3000000,1824.3000000,1.9100000,46044.0000000,3757725.0000000,7911.0000000,6817342310.0000000
FUTSTKASIANPAINT28-JUL-2026,2678.4000000,2684.6000000,2686.5000000,2646.6000000,2653.5000000,2653.5000000,-0.9200000,34989.0000000,1709250.0000000,6837.0000000,4560933800.0000000
FUTSTKASIANPAINT30-JUN-2026,2666.1000000,2672.0000000,2672.0000000,2627.2000000,2639.7000000,2635.7000000,-1.1400000,2458.0000000,1370250.0000000,5481.0000000,3639236050.0000000
FUTSTKASIANPAINT25-AUG-2026,2693.8000000,2693.8000000,2697.7000000,2664.0000000,2669.4000000,2669.4000000,-0.9000000,369.0000000,17750.0000000,71.0000000,47647550.0000000
FUTSTKDRREDDY25-AUG-2026,1368.8000000,1353.1000000,1353.1000000,1336.5000000,1343.4000000,1343.4000000,-1.8500000,163.0000000,71875.0000000,115.0000000,96734375.0000000
FUTSTKDRREDDY30-JUN-2026,1372.6000000,1366.0000000,1371.4000000,1346.8000000,1353.3000000,1357.1000000,-1.1200000,3161.0000000,1968750.0000000,3150.0000000,2671003875.0000000
FUTSTKDRREDDY28-JUL-2026,1365.2000000,1360.0000000,1360.0000000,1330.5000000,1346.1000000,1346.1000000,-1.3900000,22955.0000000,4185625.0000000,6697.0000000,5626381500.0000000
FUTSTKEXIDEIND30-JUN-2026,386.4000000,386.5500000,395.1000000,385.7000000,386.5500000,387.6000000,0.3100000,772.0000000,4370400.0000000,2428.0000000,1703765430.0000000
FUTSTKEXIDEIND28-JUL-2026,386.5000000,386.5500000,395.4000000,386.3500000,387.6000000,387.6000000,0.2800000,12600.0000000,7984800.0000000,4436.0000000,3123036900.0000000
